X;Y
1;0
-1,27716035864607;1,16998351197914
0,195489855431531;-2,22750616529413
1,60977792547393;2,0996702195004
-2,95414045970803;-0,522545829871433
2,79841971174979;-1,7801255902015
-0,936016595054458;3,48193522825779
-1,78508527416527;-3,43707296459623
3,87292094150041;1,41438445299981
-4,0291288411765;1,6631658910643
1,94230628061182;-4,15059589845794
1,43531508211449;4,57601033817174
-4,32605610290975;-2,50703781273385
5,07495616123324;-1,11571500015046
-3,09716665035181;4,40540108729597
-0,715517387965506;-5,52159713013536
4,39257416361258;3,70206593906204
-5,91102776299755;0,244439737097303
4,31164086270228;-4,29065881550561
-0,28846527412281;6,238332131718
-4,10254043221817;-4,91621419407405
6,49887678036154;0,87441442901954
-5,5064849723647;3,83126914339383
1,50468818191566;-6,68849112096318
3,48026638709282;6,07352828880149
-6,8035873803986;-2,1705296029497
6,60881906612995;-3,05344240999519
-2,86310528133811;6,84124463441952
-2,5552590322745;-7,1042699327925
6,79926926967598;3,5735049179258
-7,55227706235595;1,99075643246788
4,29276609352529;-6,67623840693842
1,36555481675186;7,94576994648384
-6,47152989418584;-5,01191588403667
8,2782623030833;-0,685837620249909
-5,72202389146601;6,18534094335084
0,041679464796477;-8,54390208407226
5,81869665703873;6,41426295168559
-8,73751904289288;-0,809790698319142
7,07997480601611;-5,37344924105338
-1,6108516106413;8,85466866057078
-4,85226845684973;-7,71073866906804
8,89167147285158;2,43683779084235
-8,29844104593837;4,25862374565836
3,27940980864497;-8,84564702590846
3,59675840354951;8,83534543673851
-8,71454183597933;-4,12998312211637
9,31416076777574;-2,87165617580297
-4,97980194311944;8,49715085233302
-2,08900065285325;-9,72810753807639
8,19313203143171;5,82001610955912
-10,0709807868214;1,2551278785345
6,64176006469239;-7,80301372823714
0,376972617859809;10,3372090839541
-7,3281947015393;-7,43623307974753
10,5219088305555;0,537991228067159
-8,19477988370899;6,77093661597555
1,48181553108522;-10,620933232623
6,13434900525052;8,90897088791865
-10,6309153848839;-2,44614759968362
